0.000795, -3.89278e-12, 1.035
0.00595484, -1.15597e-05, 1.03496
0.197008, -0.0039084, 0.987004
0.32487, -0.0646464, 0.333224
-0.225708, -0.080212, 0.294264
-0.32846, -0.0174742, 0.452554
-0.271674, 0.111719, 0.641745
-0.0143819, 0.00773186, 0.663721
0.141807, 0.0721518, 0.212389
-0.261612, 0.355673, -0.0477949
-0.588406, 0.347342, 0.0941363
-0.607199, 0.0252789, 0.354101
-0.24339, -0.0176195, 0.298517
-0.148194, 0.138235, 0.0711155
-0.239687, 0.173669, -0.189976
-0.473175, -0.0962254, -0.245678
-0.243602, -0.349487, 0.220972
0.104649, 0.205102, 0.340345
-0.0533356, 0.357469, -0.276453
-0.101269, -0.145756, -0.211898
-0.0334753, -0.134866, -0.0514497
-0.0947655, -0.0856521, 0.108657
-0.00191764, 0.290131, -0.0269582
0.312259, -0.136889, -0.454172
0.23345, -0.594571, 0.0109402
0.0411305, -0.218171, 0.433862
0.127072, 0.106117, 0.199217
0.32501, -0.0966204, 0.0421622
0.243499, -0.316663, 0.308678
0.0112275, -0.0196745, 0.402863
0.227863, 0.126765, 0.0366729
0.584838, -0.248084, 0.0666981
0.332769, -0.515538, 0.69127
-0.187643, -0.14636, 0.575262
0.0611006, -0.174064, 0.285098
0.169005, -0.183963, 0.441726
0.195647, -0.245292, 0.662825
-0.139679, 0.154117, 0.837449
-0.120352, 0.16611, 0.110977
0.141589, -0.380552, 0.470757
0.0530555, 0.0531829, 0.909682
0.0246837, 0.382919, 0.620518
-0.0358051, 0.214233, 0.345268
-0.165024, 0.0605982, 0.423561
-0.342736, 0.398881, 0.58061
-0.0577538, 0.701161, 0.248191
0.272984, 0.301138, -0.00816333
0.0473281, -0.126269, 0.148242
-0.374834, 0.0703545, 0.177125
-0.352598, 0.261107, 0.0788672
-0.341546, 0.280707, 0.0696505
-0.343841, 0.280559, 0.0700273
-0.34064, 0.295324, 0.0653241
-0.339001, 0.300167, 0.0582941
-0.341863, 0.298802, 0.0573747
-0.340936, 0.300561, 0.0590708
-0.344382, 0.297182, 0.0592646
-0.347844, 0.292453, 0.0581664
-0.347864, 0.291512, 0.0577076
-0.348732, 0.291196, 0.0586428
-0.353003, 0.286252, 0.0586955
-0.363648, 0.273526, 0.0592935
-0.362303, 0.273844, 0.0573722
-0.362115, 0.273661, 0.057902
-0.360767, 0.273597, 0.0548206
-0.360105, 0.27348, 0.0529212
-0.360105, 0.27348, 0.0529212
-0.35954, 0.274328, 0.053076
-0.358506, 0.274805, 0.0525632
-0.35911, 0.274986, 0.0534071
-0.358331, 0.276133, 0.0530268
-0.357268, 0.277754, 0.0539169
-0.350653, 0.285814, 0.0548335
-0.351298, 0.286224, 0.056166
-0.353552, 0.286855, 0.0606805
-0.354557, 0.286841, 0.0626434
-0.355051, 0.286302, 0.0627057
-0.354742, 0.286996, 0.063153
-0.355066, 0.286536, 0.0632597
-0.355461, 0.285868, 0.0635797
-0.35571, 0.285962, 0.0634144
-0.35582, 0.28591, 0.0637552
-0.355784, 0.285393, 0.0636053
-0.355894, 0.285245, 0.063943
-0.35599, 0.284847, 0.0636444
-0.355842, 0.284741, 0.0631758
-0.355789, 0.284598, 0.0624316
-0.356052, 0.284577, 0.0621135
